ID,GovWin ID,NAME,Portfolio,Capture Lead,Business Unit,Include in Moneyball,Expected RFP Release,i3 Role,Stage,Prime Contractor,Total Value,Our Value,Win Probability,Must Win,Status,Actual RFP Release,Award Date,BD_Sales Lead,Competition Type,Complexity,Contract Type,Contract Vehicle,Contracts POC,Customer Type,Estimated Start Date,Modified By,Moneyball,NAICS,Opportunity Type,Primary Agency,Prime POC,Prime POC Email,Proposal or EWP Due,Proposals POC,RFI or IWP,TA completed,Submission Date,Estimated Completion Date,Contract Period Months,Weighted Value,Solicitation #,Solicitation Date,Technical POC,CPEG,Modified
"845","182976","INFORMATION TECHNOLOGY AND CYBER SECURITY SUPPORT SERVICES","CREWS","TBD","ITCE","no","2/1/2025","SUB","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,,,"NB","9/1/2025","william.glover@i3-corps.com",,,,"Navy",,,"3/1/2025",,,"Planning",,"9/1/2030","60","$0",,,,"Grow","2023-02-12T18:39:02Z"
"846","171579","CCDC CYBERSECURITY DEFENSE OPERATIONS AND RESEARCH (C5ISR)","CREWS","TBD","ITCE","no","2/1/2025","SUB","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2025","william.glover@i3-corps.com",,,,"Army",,,"3/1/2025",,,"Planning",,"10/1/2030","60","$0",,,,"Grow","2023-06-05T15:29:53Z"
"847","132663","USAICOE CIO G6 MILITARY INTELLIGENCE INFORMATION TECHNOLOGY SUPPORT (USAICOE CIO-G6 MIITS)","CREWS","TBD","ITCE","no","11/1/2023","SUB","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","5/1/2024","william.glover@i3-corps.com",,,,"Army",,,"12/1/2023",,,"Planning",,"5/1/2029","60","$0",,,,"Grow","2023-06-05T15:22:14Z"
"848","173339","ARMY DEPARTMENT OF DEFENSE INFORMATION NETWORK CYBERSECURITY AND NETWORK OPERATIONS MISSION SUPPORT (ADCNOMS) - DUPLICATE","CREWS","TBD","ITCE","no","1/1/2024","SUB","INACTIVE","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,"TBD",,"NB","8/1/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"2/1/2024",,,"Planning",,"8/1/2029","60","$0",,,,"Grow","2023-06-05T15:30:43Z"
"849","179819","TERFS - Transmitting Energy Radio Frequency Systems","CREWS","McGee, Nathan","NRL","no","8/1/2024","PRIME","NOBID","i3","$193,000,000.00","$1.00","10%","No",,,,"nathan.mcgee@i3-corps.com","F&O",,,,,"NB","1/12/2025","william.glover@i3-corps.com",,"541715",,"Navy",,,"9/1/2024",,,"Planning",,"1/15/2030","60","$0",,,,"Grow","2023-04-28T14:47:12Z"
"850","109610","SOLUTIONS FOR INTELLIGENCE ANALYSIS 4 (SIA 4)","CREWS","TBD","ITCE","no","1/1/2026","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"Both",,,,,"NB","2/1/2028","william.glover@i3-corps.com",,,,"DOD",,,"2/1/2026",,,"Planning",,"2/1/2038","120","$0",,,,"Grow","2023-06-05T15:06:36Z"
"851","197071","CYBERSECURITY PROGRAM MANAGEMENT BLANKET PURCHASE AGREEMENT (CPM BPA)","CREWS","TBD","ITCE","no","3/1/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2025","william.glover@i3-corps.com",,,,"Other",,,"4/1/2025",,,"Planning",,"10/1/2030","60","$0",,,,"Grow","2023-06-05T15:43:55Z"
"852","152423","NATIONAL CYBER RANGE COMPLEX EVENT PLANNING OPERATIONS AND SUPPORT (NCRC)(EPOS)","CREWS","TBD","ITCE","no","1/1/2028","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"Both",,,,,"NB","8/1/2028","william.glover@i3-corps.com",,,,"Army",,,"2/1/2028",,,"Planning",,"8/1/2033","60","$0",,,,"Grow","2023-06-05T15:26:39Z"
"853","132583","UNMANNED AIRCRAFT SYSTEMS INSTRUCTION AND MISSION SUPPORT (UAS)(IMS)","TADSS","Rinna, Lee","HST","no","4/19/2025","PRIME","IDENT","i3","$553,000,000.00","$450,000,000.00","10%","No","Incumbent: Pinnacle.  Original award was 7 year base.  Touching base w/ current customers for intel.    ",,"1/19/2026",,"SBSA",,,"STANDALONE",,"NB","3/19/2026","lee.rinna@i3-corps.com",,,"Formal","Army",,,"5/19/2025",,,"Planning",,"3/19/2033","84","$45,000,000",,,,"Expand","2023-07-06T15:06:38Z"
"854","181062","INTELLIGENCE SYSTEMS HARDWARE ENGINEERING AND LOGISTICS SERVICES IN SUPPORT OF IRREGULAR WARFARE TECHNOLOGIES (SEAPORT NXG)","CREWS","TBD","NRL","no","1/1/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","8/1/2025","william.glover@i3-corps.com",,,,"Navy",,,"2/1/2025",,,"Planning",,"8/1/2030","60","$0",,,,"Grow","2023-06-05T15:34:17Z"
"855","137378","PROFESSIONAL ENGINEERING TECHNICAL AND MANAGEMENT SUPPORT SERVICES FOR ORDNANCE ENGINEERING DEPARTMENT (ZONE 5)","CREWS","TBD","NRL","no","2/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","8/1/2024","william.glover@i3-corps.com",,,,"Navy",,,"3/1/2024",,,"Planning",,"8/1/2029","60","$0",,,,"Grow","2023-06-05T15:22:48Z"
"856","181070","C3I SUPPORT SERVICES (SEAPORT NXG)","CREWS","TBD","NRL","no","3/1/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2025","william.glover@i3-corps.com",,,,"Navy",,,"4/1/2025",,,"Planning",,"10/1/2030","60","$0",,,,"Grow","2023-06-05T15:34:30Z"
"857","88353","NONPERSONAL PROFESSIONAL ENGINEERING TECHNICAL AND MANAGEMENT SUPPORT SERVICES (ZONE 5)","CREWS","TBD","NRL","no","1/1/2025","TBD","INACTIVE","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","8/1/2025","william.glover@i3-corps.com",,,,"Navy",,,"2/1/2025",,,"Planning",,"8/1/2030","60","$0",,,,"Grow","2023-06-05T18:17:14Z"
"858","131586","ENGINEERING SERVICES IN SUPPORT OF PEO INTEGRATED WARFARE SYSTEMS IWS 30 (ZONE 2)","CREWS","TBD","NRL","no","6/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","12/20/2024","william.glover@i3-corps.com",,,,"Navy",,,"7/1/2024",,,"Planning",,"12/20/2029","60","$0",,,,"Grow","2023-06-05T15:15:36Z"
"859","188490","NONPERSONAL PROFESSIONAL ENGINEERING TECHNICAL ASSESSMENTS AND SPECIAL STUDIES AND MANAGEMENT SUPPORT SERVICES REQUIRED BY THE GLOBAL DETERRENCE AND DEFENSE DEPARTMENT CODE GX (SEAPORT NXG)","CREWS","TBD","NRL","no","1/1/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","7/9/2025","william.glover@i3-corps.com",,,,"Navy",,,"2/1/2025",,,"Planning",,"7/9/2030","60","$0",,,,"Grow","2023-06-05T15:37:49Z"
"860","109383","PROGRAM EXECUTIVE OFFICE INTEGRATED WARFARE SYSTEM STANDARD MISSILE PROGRAM OFFICE SYSTEMS INTEGRATION AGENT AND DESIGN AGENT ENGINEERING SERVICE (SEAPORT NXG)","CREWS","TBD","NRL","no","5/1/2024","TBD","INACTIVE","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","11/21/2024","william.glover@i3-corps.com",,,,"Navy",,,"6/1/2024",,,"Planning",,"11/1/2029","59","$0",,,,"Grow","2023-06-05T15:05:06Z"
"861","150950","SUPPORT SERVICES REQUIRED BY THE FLIGHT SYSTEMS DIVISION CODE GXM OF NAVAL SURFACE WARFARE CENTER NSWC CRANE (ZONE 5)","CREWS","TBD","NRL","no","1/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","7/25/2024","william.glover@i3-corps.com",,,,"Navy",,,"2/1/2024",,,"Planning",,"7/25/2029","60","$0",,,,"Grow","2023-06-05T15:26:10Z"
"862","190901","NONPERSONAL PROFESSIONAL ENGINEERING TECHNICAL ASSESSMENTS AND SPECIAL STUDIES AND MANAGEMENT SUPPORT SERVICES REQUIRED BY THE STRATEGIC MISSIONS SYSTEMS ENGINEERING DIVISION CODE GXT (SEAPORT NXG)","CREWS","TBD","NRL","no","3/1/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2025","william.glover@i3-corps.com",,,,"Navy",,,"4/1/2025",,,"Planning",,"10/1/2030","60","$0",,,,"Grow","2023-06-05T15:38:40Z"
"863","136961","EXPEDITIONARY ELECTRONIC WARFARE ENCOMPASSES LITTORAL RIVERINE AMPHIBIOUS GROUND AND LOW ALTITUDE DOMAINS OF EW (ZONE 5)","CREWS","TBD","NRL","no","11/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","3/1/2025","william.glover@i3-corps.com",,,,"Navy",,,"12/1/2024",,,"Planning",,"3/1/2030","60","$0",,,,"Grow","2023-06-05T15:22:29Z"
"864","222499","INFORMATION TECHNOLOGY ENTERPRISE SOLUTIONS 4 SERVICES (ITES-4S)","CREWS","TBD","ITCE","yes","9/10/2024","PRIME","CAPTURE","i3","$1.00","$1.00","10%","No",,,,,"Both",,,,,"NB","3/1/2025","william.glover@i3-corps.com",,,,"Army",,,"10/10/2024",,"11/1/2022","Planning",,"3/1/2030","60","$0",,,,"Grow","2023-02-12T18:39:19Z"
"866","221598","SOF TEAM IV SPECIAL OPERATIONS FORCES TRAINING ENGINEERING AND MAINTENANCE SUPPORT IV ","Orlando","Brockhard, Doug","HST","no","3/1/2023","TBD","NOBID","TBD","$44,000,000.00","$1.00","10%","No","Sources Sought released 09 AUG.  Submission due 31 AUG.  Josh Bogle working 160th contacts for a demo, Steph Wheeler working contacts on pain points, incumbent G2. 20 OCT 22: Nathan emailed contract POC- market research on going, competition type unknown, more info released in NOV 22.  Work is that the incumbent is under CBA.  01 NOV 22: The Contracting Office stated that it remains in the Market Research Phase, and it still plans to release a Solicitation in Q2 FY23 with an Award in Q2 FY24. John Shaffer is a POC.",,,,"TBD",,,"STANDALONE",,"NB","10/1/2023","doug.brockhard@i3-corps.com",,"541330","Formal","Army",,,"4/1/2023",,,"Planning",,"10/1/2028","60","$0",,,,"Grow","2023-04-05T22:53:27Z"
"867",,"STRATOLAUNCH %232 - (Organic Growth)","SMS","Willis, Rob","SkyRange","no","7/15/2022","PRIME","WON","i3","$1,270,000.00","$1,270,000.00","10%","No","10/11 - SOW development in progress.",,"12/15/2022",,"TBD",,,"TBD",,"RC - RFQ","1/1/2023","michael.bowie@i3-corps.com",,,"Organic","Air Force",,,"3/15/2023",,,"Planning",,"1/1/2028","60","$127,000",,,,"Expand","2023-04-12T23:07:26Z"
"868",,"AEVEX Telemetry Support - (Organic Growth)","SMS","Bowie, Mike","SkyRange","no","9/1/2022","PRIME","WON","i3","$2,100,000.00","$2,100,000.00","100%","No",,,,,"TBD",,,"TBD",,"NB - RFQ","1/1/2023","daniel.robertson@i3-corps.com",,,"Organic","Air Force",,,"11/1/2022",,,"Planning",,"1/1/2028","60","$2,100,000",,,,"Expand","2023-02-22T15:51:10Z"
"869","N/A","SOFTWARE FACTORY","TADSS","Bower, Matt","VTSG","no","5/2/2022","SUB","WON","SAIC","$300,000.00","$300,000.00","100%","No",,,"7/25/2022",,"Sole Source","Straightforward","T&M","OASIS",,"RC","8/1/2022","william.glover@i3-corps.com",,,"Organic","Army",,,"5/16/2022",,,"Planning","5/16/2022","8/1/2023","12","$300,000",,,,"Protect","2023-04-28T14:50:11Z"
"870",,"VTS SUSTAINMENT UAS IACMAC","TADSS","Bower, Matt","VTSG","no","5/2/2022","PRIME","WON","i3","$1,400,000.00","$1,400,000.00","100%","No",,,"7/25/2022",,"Sole Source",,"CPFF","IAC MAC",,"RC","8/1/2022","william.glover@i3-corps.com",,,"Organic","Army",,,"5/23/2022",,,"Planning","5/30/2022","8/1/2023","12","$1,400,000",,,,"Protect","2023-04-28T14:50:11Z"
"871",,"HH60 PLUS UP","TADSS","Rehome, Paul","VTSG","no","5/2/2022","SUB","WON","SAIC","$812,000.00","$427,000.00","95%","No",,"5/16/2022","6/17/2022",,"Sole Source",,"T&M","OASIS",,"RC","8/15/2022","william.glover@i3-corps.com",,,"Organic","Army",,,"5/30/2022",,,"Planning","6/3/2022","8/15/2023","12","$405,650",,,,"Protect","2023-04-28T14:50:11Z"
"873",,"RNAV - HWIL AVIATION","TADSS","Bower, Matt","VTSG","no","7/4/2022","SUB","WON","SAIC","$467,000.00","$467,000.00","100%","No",,,"7/15/2022",,"Sole Source",,"T&M","S3I HWIL Aviation",,"NB","7/18/2022","william.glover@i3-corps.com",,,"Organic","Army",,,"7/11/2022",,,"Planning","7/11/2022","7/18/2023","12","$467,000",,,,"Expand","2023-04-28T14:52:24Z"
"874",,"MRC ATEC CRANE","TADSS","Steeg, Ron","VTSG","no","7/14/2022","SUB","WON","i3","$72,000.00","$72,000.00","100%","No",,,"10/10/2022",,"Sole Source",,"FFP",,,"RC","8/29/2022","william.glover@i3-corps.com",,,,"Army",,,"8/25/2022",,,"Planning",,"12/30/2022","4","$72,000",,,,"Protect","2023-04-28T14:50:13Z"
"875",,"MRC CONCURRENCY","TADSS","Steeg, Ron","VTSG","no","6/16/2022","SUB","WON","LM Space Syst","$238,000.00","$238,000.00","100%","No",,,"7/26/2022",,"Sole Source",,"CPFF",,,"RC","1/16/2023","william.glover@i3-corps.com",,,"Organic","Army",,,"7/13/2022",,,"Planning","7/12/2022","1/16/2024","12","$238,000",,,,"Protect","2023-04-28T14:50:13Z"
"876",,"WEB BASED VTS (MQ9-IQT)","TADSS","Rehome, Paul","VTSG","no","7/4/2022","PRIME","WON","i3","$867,000.00","$867,000.00","100%","No","5/8/21: AF is filling out 7600 to move the funding to IAC MAC; anticipate seeing the funding NLT 6/8/23
4/18/23: Received notice that AF has funding; working with ACOR to push through IAC MAC. Anticipate having the funding on ~5/15/23.
1/30/23: At Air Combat Command/A3 for funding with Continuing Resolution funds.
14NOV:  Awaiting customer receipt of FY23 funding obligation authorization.  
Pending award.  Action in process from Air Combat Command. Funding is at DTIC for approval on the MQ-9 IACMAC contract. Should see it mid-OCT.",,"3/6/2023",,"Sole Source",,"CPFF","IAC MAC",,"NB","5/1/2023","tonalea.howell@i3-corps.com",,,"Organic","Air Force",,,"1/4/2023",,,"Planning","10/31/2022","5/4/2024","12","$867,000",,,,"Expand","2023-05-08T16:02:53Z"
"877",,"TH-1H ADDITIONAL LESSONS","TADSS","Rehome, Paul","VTSG","no","7/4/2022","PRIME","WON","i3","$259,000.00","$259,000.00","100%","No",,,"8/8/2022",,"Sole Source",,,,,"RC","8/15/2022","william.glover@i3-corps.com",,,"Organic","Air Force",,,"7/18/2022",,,"Planning","7/18/2022","8/29/2022","0","$259,000",,,,"Protect","2023-04-28T14:50:13Z"
"878",,"NAVY ELECTRONICS RRL","Orlando","Grady, Stephen","VTSG","no","8/1/2022","SUB","WON","TBD","$3,000,000.00","$1,710,000.00","75%","No","Submitted",,"9/1/2022",,"SBSA","Moderate","CPFF",,,"NB","9/12/2022","william.glover@i3-corps.com",,,"Formal","Navy",,,"8/15/2022",,,"Planning","8/22/2022","9/12/2023","12","$1,282,500",,,,"Grow","2023-04-28T14:52:30Z"
"879",,"COAST GUARD PROTOTYPE","TADSS","Duus, Andy","VTSG","no","6/29/2022","SUB","WON","SAIC","$160,000.00","$97,605.08","100%","No","11/29-30: Briefed RADM Raymond and Tim Quiram from Forces Command USCG. 
10/21/22:  Contract details in negotiation.  Received ATP.  Working ongoing. 
- USCG MIPR to US Army complete NLT 26AUG22
- Expect task order award on HWIL AVN NLT 1NOV22
",,"10/17/2022","andrew.duus@i3-corps.com","Sole Source","Straightforward","T&M","S3I HWIL Aviation",,"NB","10/24/2022","william.glover@i3-corps.com",,,"Organic","DHS",,,"7/22/2022",,,,"7/22/2022","4/17/2023","5","$97,605",,,,"Create","2023-04-28T14:52:36Z"
"880",,"USAF DCO Whitespace Support","CREWS","TBD","ITCE","no","11/1/2022","PRIME","NOBID","TBD","$1.00","$1.00","10%","No","Market research submitted 7/26/22",,,,"TBD",,,,,"NB","5/1/2023","william.glover@i3-corps.com",,,,"Air Force",,,"12/1/2022",,"7/26/2022","Planning",,"5/1/2028","60","$0",,,,"Create","2023-04-28T14:47:17Z"
"881","204679","MEDICAL SIMULATION TRAINING CENTER INSTRUCTOR OPERATOR SUPPORT SERVICES (MSTC)(MIOSS)","Orlando","Grady, Stephen","HST","no","11/1/2022","TBD","NOBID","TBD","$1.00","$1.00","10%","No","9/29/22:  CJ directed NO BID due to LPTA status. ",,"3/31/2023",,"SBSA",,,,,"NB","2/1/2023","william.glover@i3-corps.com",,"541990",,"Army",,,"12/30/2022",,"11/15/2021","Planning",,"2/1/2028","60","$0",,,,"Grow","2023-04-28T14:47:21Z"
"882","222653","BRIDGE TO EVOLUTIONARY STE TESS MULTIPLE AWARD CONTRACT (BEST-MAC)","Orlando","Grady, Stephen","HST","no","7/14/2023","PRIME","NOBID","i3","$1.00","$1.00","10%","No","5/5/2023:  Steve is reaching out to CESI and others to determine potential partners
Assessing ability to support BEST MAC after sources sought review; need a partner with TESS capabilities",,,,"F&O",,"CPFF","IDIQ (Multiple Award)",,"NB","3/1/2024","doug.brockhard@i3-corps.com",,"333318","Formal","Army",,,"8/14/2023",,,"Planning",,"2/28/2031","83","$0",,,,"Grow","2023-06-15T23:31:14Z"
"883","222657","COMBAT TRAINING CENTERS AND HOME STATION AVIATION FORCE ON FORCE (CTC)(CHAF)","Orlando","TBD","HST","no","6/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,,,"NB","1/1/2025","william.glover@i3-corps.com",,,,"Army",,,"7/1/2024",,,"Planning",,"1/1/2030","60","$0",,,,"Grow","2023-02-12T18:39:19Z"
"884","222659","DIGITAL RANGE TRAINING SYSTEM CONTINUOUS TECH REFRESH TIER 1 (DRTS)","Orlando","Grady, Stephen","HST","no","3/1/2023","TBD","CANCEL","TBD","$11,000,000.00","$1.00","10%","No","Will continue to monitor to see if this rolls into LTRAC.",,,,"SBSA",,,"STANDALONE",,"NB","5/1/2023","william.glover@i3-corps.com",,,"Formal","Army",,,"4/1/2023",,,"Planning",,"5/1/2028","60","$0",,,,"Grow","2023-06-05T18:09:19Z"
"885","222661","DIGITAL RANGE TRAINING SYSTEM CONTINUOUS TECH REFRESH TIER 2 (DRTS)","Orlando","Grady, Stephen","HST","no","3/1/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No",,,,,"SBSA",,,"STANDALONE",,"NB","10/1/2023","william.glover@i3-corps.com",,,"Formal","Army",,,"4/1/2023",,,"Planning",,"10/1/2028","60","$0",,,,"Grow","2023-06-05T18:09:32Z"
"886",,"Mobile Protected Firepower (MPF) Precision Gunnery Trainer (On TREX?)","Orlando","Grady, Stephen","HST","no","2/1/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,"STANDALONE",,"NB","8/1/2023","doug.brockhard@i3-corps.com",,,"Formal","Army",,,"3/1/2023",,,"Planning",,"8/1/2028","60","$0",,,,"Grow","2023-03-01T21:35:44Z"
"887",,"One World Terrain (OWT) ","Orlando","TBD","HST","no","1/1/2025","SUB","CAPTURE","TBD","$1.00","$1.00","10%","No","11OCT22:  This will be a non-competed follow-on production OTA award to Maxar.  TADSS will angle to be a sub- on that effort to Maxar. ",,,"andrew.duus@i3-corps.com","TBD",,,,,"NB","6/30/2025","william.glover@i3-corps.com",,,,"Army",,,"3/3/2025",,,"Planning",,"6/1/2030","59","$0",,,,"Create","2023-02-12T18:39:41Z"
"888","222269","LIVE TRAINING RANGES AND COMBAT TRAINING CENTER (LTRAC)","Orlando","Grady, Stephen","HST","yes","9/1/2023","SUB","QUAL","TBD","$900,000,000.00","$1.00","10%","No","12/6/22: Steve to meet Dave Emley week of 12DEC. Knight may join team. Cap Matrix being evaluated. Draft RFP expected early new yr. TA not yet signed
9/28/22:  Exploring opportunity to partner with Cole Engineering for Lot 4 (Instrumentation Systems) F+O effort.  ",,,,"Both",,,"TBD",,"NB","2/1/2024","lee.rinna@i3-corps.com",,,"Formal","Army",,,"10/1/2023",,,"Planning",,"2/1/2029","60","$0",,,,"Grow","2023-06-29T13:57:54Z"
"889","204512","MARCORSYSCOM TRAINING DEVICES","Orlando","TBD","HST","no","10/7/2022","SUB","NOBID","TBD","$1.00","$1.00","10%","No","Incumbent- BAE Land.  Doug is working to get introduction w/ BAE Land Systems thru Dave McFarland, Kevin McCombs, Robert Greger (GMD SITR). Update: Lee R and Doug spoke with the incumbent BAE, Jon Swope and they are comfortable where they are and do not need additional teammates.  ",,,,"F&O",,,,,"NB","3/1/2023","william.glover@i3-corps.com",,,,"Marines",,,"11/4/2022",,,"Planning",,"3/1/2028","60","$0",,,,"Grow","2023-06-05T15:49:57Z"
"890","193918","ADVANCED SMALL ARMS LETHALITY TRAINER","Orlando","TBD","HST","no","1/6/2023","TBD","INACTIVE","TBD","$1.00","$1.00","10%","No","10/12/22:  Duus.  It appears that this opportunity is no longer a requirement.  I will continue to monitor for notices in GOVWIN.  ",,,,"TBD",,,,,"NB","8/1/2023","william.glover@i3-corps.com",,,,"Marines",,,"2/3/2023",,,"Planning",,"8/1/2028","60","$0",,,,"Grow","2023-04-28T14:39:33Z"
"891","198519","MARCORSYSCOM ELECTRONIC AND COMMUNICATION SYSTEMS ECS MATOC","Orlando","TBD","HST","no","8/1/2030","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"SBSA",,,,,"NB","1/1/2031","william.glover@i3-corps.com",,,,"Marines",,,"9/1/2030",,,"Planning",,"1/1/2036","60","$0",,,,"Grow","2023-06-05T15:46:23Z"
"892","197635","Equipment Related Services - Systems (ERS-S) ","Orlando","TBD","HST","no","12/1/2030","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"SBSA",,,,,"NB","6/1/2031","william.glover@i3-corps.com",,,,"Marines",,,"1/1/2031",,,"Planning",,"6/1/2036","60","$0",,,,"Create","2023-06-05T15:45:09Z"
"893",,"Live Virtual Constructive Training Environment (LVC-TE)","Orlando","Grady, Stephen","HST","no","4/3/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No","2/15/2023: T. Researched GovWin and found the previously awarded contract (GovWin %23113448). No movement on this contract vehicle since 2021, and I'm unable to find a follow-on solicitation. I've updated the RFP drop to 4/2023 and will continue to monitor.
10/12/2022:  Duus.  This effort was mentioned in the Marine Corps Systems Command Synthetic Training Systems charts at TSIS on 15JUN22.  However, no additional information has been published on GOVWIN.  Will continue to monitor for updates.",,,,"TBD",,,"STANDALONE",,"NB","8/1/2023","doug.brockhard@i3-corps.com",,,"Formal","Marines",,,"2/1/2023",,,"Planning",,"8/1/2028","60","$0",,,,"Grow","2023-03-06T17:14:16Z"
"894",,"Marine Common Driver Trainer (MCDT)","Orlando","TBD","HST","no","6/1/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,"STANDALONE",,"NB","8/1/2023","tonalea.howell@i3-corps.com",,,"Formal","Marines",,,"7/1/2023",,,"Planning",,"8/1/2028","60","$0",,,,"Create","2023-04-04T14:20:17Z"
"895","214256","SUPPORTING ARMS VIRTUAL TRAINING","Orlando","Bower, Matt","VTSG","no","3/1/2028","SUB","IDENT","TBD","$1.00","$1.00","10%","No","Incumbent is Riptide Software, Inc.  The SAVT provides realistic virtual training for Joint Terminal Attack Controllers (JTACs), Forward Air Controllers (FACs) and Forward Observers (FOs) in the placement of tactical ordnance for Close Air Support, Naval Surface Fires and Surface Fires in support of schoolhouse and annual training requirements.  
This procurement will provide five years of Contractor Logistical Support (CLS), Post Deployment Software Support (PDSS), and Non–PDSS efforts including hardware and software upgrades, development and sustainment both within the SAVT training environment as well as in a Live, Virtual, and Constructive training environment. SAVT is located at Camp Lejeune, NC, 29 Palms, CA, Camp Pendleton, CA, Okinawa, Japan, and Kaneohe Bay, Hawaii, with an additional option for Yuma, CA.
",,"12/20/2023",,"SBSA",,"FFP","TBD",,"NB","2/1/2029","jeremy.reddoch@i3-corps.com",,"541512","Formal","Marines",,,"6/1/2028",,,"Planning",,"12/19/2032","46","$0",,,,"Expand","2023-06-27T14:11:59Z"
